The United States of America, Death rates (period 1x1), 	Last modified: 15 Mar 2023;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1933           0             0.054177        0.068175        0.061292
  1933           1             0.008866        0.010039        0.009459
  1933           2             0.004025        0.004671        0.004351
  1933           3             0.002869        0.003333        0.003104
  1933           4             0.002230        0.002537        0.002386
  1933           5             0.001852        0.002092        0.001975
  1933           6             0.001645        0.001898        0.001774
  1933           7             0.001472        0.001744        0.001611
  1933           8             0.001320        0.001614        0.001469
  1933           9             0.001194        0.001510        0.001354
  1933          10             0.001098        0.001436        0.001268
  1933          11             0.001058        0.001408        0.001234
  1933          12             0.001096        0.001457        0.001278
  1933          13             0.001211        0.001584        0.001398
  1933          14             0.001392        0.001774        0.001584
  1933          15             0.001627        0.002013        0.001820
  1933          16             0.001867        0.002254        0.002060
  1933          17             0.002099        0.002484        0.002291
  1933          18             0.002329        0.002708        0.002518
  1933          19             0.002560        0.002932        0.002745
  1933          20             0.002789        0.003151        0.002968
  1933          21             0.002992        0.003343        0.003166
  1933          22             0.003163        0.003501        0.003330
  1933          23             0.003298        0.003619        0.003457
  1933          24             0.003396        0.003694        0.003543
  1933          25             0.003465        0.003735        0.003598
  1933          26             0.003532        0.003786        0.003657
  1933          27             0.003604        0.003858        0.003729
  1933          28             0.003675        0.003952        0.003811
  1933          29             0.003743        0.004066        0.003903
  1933          30             0.003815        0.004206        0.004008
  1933          31             0.003918        0.004385        0.004150
  1933          32             0.004064        0.004609        0.004335
  1933          33             0.004257        0.004882        0.004568
  1933          34             0.004498        0.005202        0.004850
  1933          35             0.004757        0.005539        0.005149
  1933          36             0.004970        0.005837        0.005406
  1933          37             0.005129        0.006093        0.005615
  1933          38             0.005252        0.006329        0.005796
  1933          39             0.005357        0.006568        0.005972
  1933          40             0.005488        0.006855        0.006183
  1933          41             0.005709        0.007243        0.006492
  1933          42             0.006031        0.007737        0.006905
  1933          43             0.006427        0.008310        0.007396
  1933          44             0.006885        0.008943        0.007948
  1933          45             0.007386        0.009625        0.008547
  1933          46             0.007904        0.010329        0.009164
  1933          47             0.008438        0.011059        0.009801
  1933          48             0.009018        0.011841        0.010487
  1933          49             0.009661        0.012689        0.011237
  1933          50             0.010354        0.013588        0.012037
  1933          51             0.011045        0.014482        0.012834
  1933          52             0.011719        0.015357        0.013612
  1933          53             0.012370        0.016215        0.014370
  1933          54             0.013003        0.017064        0.015115
  1933          55             0.013672        0.017975        0.015908
  1933          56             0.014546        0.019144        0.016932
  1933          57             0.015683        0.020642        0.018253
  1933          58             0.017100        0.022491        0.019889
  1933          59             0.018817        0.024717        0.021864
  1933          60             0.020778        0.027227        0.024103
  1933          61             0.022725        0.029643        0.026286
  1933          62             0.024595        0.031856        0.028328
  1933          63             0.026413        0.033899        0.030256
  1933          64             0.028190        0.035787        0.032084
  1933          65             0.030048        0.037690        0.033957
  1933          66             0.032371        0.040198        0.036365
  1933          67             0.035313        0.043549        0.039503
  1933          68             0.038938        0.047832        0.043446
  1933          69             0.043342        0.053174        0.048306
  1933          70             0.048427        0.059406        0.053950
  1933          71             0.053537        0.065483        0.059527
  1933          72             0.058446        0.071014        0.064733
  1933          73             0.063187        0.076026        0.069594
  1933          74             0.067515        0.080226        0.073840
  1933          75             0.071150        0.083403        0.077223
  1933          76             0.077398        0.089717        0.083472
  1933          77             0.084651        0.097288        0.090843
  1933          78             0.092973        0.106202        0.099409
  1933          79             0.102219        0.116390        0.109055
  1933          80             0.109071        0.127462        0.117736
  1933          81             0.119170        0.139466        0.128628
  1933          82             0.129521        0.151866        0.139814
  1933          83             0.140168        0.164638        0.151303
  1933          84             0.151254        0.177681        0.163131
  1933          85             0.162747        0.190778        0.175186
  1933          86             0.175539        0.204811        0.188359
  1933          87             0.189995        0.220046        0.202976
  1933          88             0.205434        0.235905        0.218390
  1933          89             0.221018        0.251016        0.233545
  1933          90             0.235993        0.263537        0.247275
  1933          91             0.249306        0.272149        0.258468
  1933          92             0.260946        0.276243        0.266954
  1933          93             0.271141        0.275742        0.272918
  1933          94             0.278930        0.275514        0.277630
  1933          95             0.283035        0.285050        0.283786
  1933          96             0.280114        0.293819        0.285100
  1933          97             0.269702        0.293261        0.278099
  1933          98             0.254442        0.277355        0.262647
  1933          99             0.250093        0.275198        0.259134
  1933         100             0.337329        0.396464        0.358225
  1933         101             0.349018        0.417452        0.372920
  1933         102             0.360825        0.438501        0.387729
  1933         103             0.372605        0.465373        0.404303
  1933         104             0.382898        0.495692        0.420798
  1933         105             0.393808        0.526545        0.437883
  1933         106             0.407625        0.557859        0.457333
  1933         107             0.419395        0.584613        0.474189
  1933         108             0.421183        0.641279        0.491156
  1933         109             0.427862        0.729327        0.518371
  1933         110+            0.533982        1.021311        0.672418
  1934           0             0.060211        0.076478        0.068487
  1934           1             0.009894        0.011208        0.010558
  1934           2             0.004540        0.005157        0.004852
  1934           3             0.002979        0.003475        0.003230
  1934           4             0.002236        0.002662        0.002451
  1934           5             0.001858        0.002192        0.002029
  1934           6             0.001667        0.001972        0.001823
  1934           7             0.001495        0.001793        0.001647
  1934           8             0.001354        0.001655        0.001507
  1934           9             0.001235        0.001542        0.001390
  1934          10             0.001147        0.001464        0.001307
  1934          11             0.001112        0.001440        0.001277
  1934          12             0.001136        0.001473        0.001306
  1934          13             0.001233        0.001586        0.001410
  1934          14             0.001400        0.001778        0.001590
  1934          15             0.001620        0.002028        0.001824
  1934          16             0.001850        0.002285        0.002068
  1934          17             0.002076        0.002534        0.002304
  1934          18             0.002296        0.002774        0.002534
  1934          19             0.002517        0.003010        0.002762
  1934          20             0.002737        0.003240        0.002987
  1934          21             0.002933        0.003436        0.003182
  1934          22             0.003101        0.003593        0.003344
  1934          23             0.003242        0.003708        0.003472
  1934          24             0.003350        0.003775        0.003560
  1934          25             0.003429        0.003802        0.003613
  1934          26             0.003500        0.003843        0.003669
  1934          27             0.003571        0.003911        0.003738
  1934          28             0.003639        0.004006        0.003820
  1934          29             0.003701        0.004130        0.003913
  1934          30             0.003762        0.004283        0.004020
  1934          31             0.003853        0.004470        0.004159
  1934          32             0.003981        0.004694        0.004335
  1934          33             0.004151        0.004957        0.004552
  1934          34             0.004367        0.005263        0.004814
  1934          35             0.004621        0.005604        0.005112
  1934          36             0.004863        0.005939        0.005403
  1934          37             0.005065        0.006240        0.005656
  1934          38             0.005231        0.006512        0.005877
  1934          39             0.005378        0.006778        0.006086
  1934          40             0.005528        0.007062        0.006306
  1934          41             0.005727        0.007411        0.006584
  1934          42             0.006010        0.007869        0.006959
  1934          43             0.006376        0.008435        0.007431
  1934          44             0.006804        0.009082        0.007976
  1934          45             0.007280        0.009794        0.008579
  1934          46             0.007810        0.010560        0.009236
  1934          47             0.008387        0.011376        0.009940
  1934          48             0.009019        0.012254        0.010701
  1934          49             0.009736        0.013220        0.011548
  1934          50             0.010532        0.014267        0.012474
  1934          51             0.011311        0.015295        0.013382
  1934          52             0.012032        0.016256        0.014228
  1934          53             0.012683        0.017137        0.014997
  1934          54             0.013258        0.017937        0.015688
  1934          55             0.013809        0.018720        0.016357
  1934          56             0.014554        0.019730        0.017236
  1934          57             0.015587        0.021079        0.018429
  1934          58             0.016943        0.022806        0.019972
  1934          59             0.018650        0.024944        0.021895
  1934          60             0.020668        0.027445        0.024155
  1934          61             0.022719        0.029965        0.026440
  1934          62             0.024704        0.032359        0.028628
  1934          63             0.026628        0.034622        0.030720
  1934          64             0.028502        0.036777        0.032732
  1934          65             0.030396        0.038922        0.034747
  1934          66             0.032662        0.041483        0.037155
  1934          67             0.035501        0.044719        0.040185
  1934          68             0.039002        0.048749        0.043938
  1934          69             0.043257        0.053663        0.048506
  1934          70             0.048268        0.059462        0.053891
  1934          71             0.053528        0.065563        0.059548
  1934          72             0.058737        0.071541        0.065119
  1934          73             0.063813        0.077272        0.070502
  1934          74             0.068815        0.082884        0.075787
  1934          75             0.071635        0.085984        0.078719
  1934          76             0.078041        0.093237        0.085510
  1934          77             0.085361        0.101435        0.093217
  1934          78             0.093792        0.110626        0.101964
  1934          79             0.103376        0.120621        0.111684
  1934          80             0.110385        0.130257        0.119749
  1934          81             0.121216        0.141523        0.130684
  1934          82             0.132292        0.153406        0.142021
  1934          83             0.143229        0.165500        0.153363
  1934          84             0.153801        0.177724        0.164543
  1934          85             0.164308        0.190365        0.175849
  1934          86             0.176009        0.204097        0.188279
  1934          87             0.189624        0.219460        0.202475
  1934          88             0.205179        0.236138        0.218322
  1934          89             0.221801        0.253302        0.234958
  1934          90             0.238895        0.269699        0.251531
  1934          91             0.255550        0.283122        0.266661
  1934          92             0.270157        0.292020        0.278808
  1934          93             0.281578        0.295043        0.286819
  1934          94             0.289891        0.293843        0.291413
  1934          95             0.293755        0.295144        0.294284
  1934          96             0.287866        0.292093        0.289438
  1934          97             0.275047        0.282550        0.277754
  1934          98             0.263196        0.269399        0.265381
  1934          99             0.270155        0.267304        0.269142
  1934         100             0.369592        0.417028        0.386375
  1934         101             0.386636        0.438166        0.404185
  1934         102             0.403824        0.460319        0.422744
  1934         103             0.421916        0.481588        0.441643
  1934         104             0.440750        0.512302        0.463866
  1934         105             0.457801        0.548718        0.486287
  1934         106             0.476916        0.585452        0.510072
  1934         107             0.502668        0.623119        0.538949
  1934         108             0.525456        0.650953        0.563085
  1934         109             0.529556        0.740648        0.587184
  1934         110+            0.659328        1.150146        0.763586
  1935           0             0.053557        0.069168        0.061509
  1935           1             0.008334        0.009476        0.008912
  1935           2             0.003766        0.004519        0.004146
  1935           3             0.002756        0.003199        0.002980
  1935           4             0.002326        0.002479        0.002404
  1935           5             0.001929        0.002086        0.002009
  1935           6             0.001678        0.001919        0.001801
  1935           7             0.001463        0.001764        0.001617
  1935           8             0.001296        0.001643        0.001473
  1935           9             0.001183        0.001555        0.001372
  1935          10             0.001117        0.001493        0.001307
  1935          11             0.001104        0.001483        0.001295
  1935          12             0.001144        0.001526        0.001336
  1935          13             0.001237        0.001623        0.001431
  1935          14             0.001396        0.001795        0.001596
  1935          15             0.001612        0.002033        0.001823
  1935          16             0.001838        0.002282        0.002060
  1935          17             0.002060        0.002525        0.002292
  1935          18             0.002272        0.002753        0.002512
  1935          19             0.002475        0.002966        0.002718
  1935          20             0.002669        0.003166        0.002915
  1935          21             0.002845        0.003342        0.003091
  1935          22             0.003002        0.003494        0.003246
  1935          23             0.003143        0.003624        0.003381
  1935          24             0.003267        0.003731        0.003496
  1935          25             0.003372        0.003813        0.003590
  1935          26             0.003461        0.003891        0.003673
  1935          27             0.003538        0.003968        0.003750
  1935          28             0.003601        0.004046        0.003820
  1935          29             0.003648        0.004122        0.003882
  1935          30             0.003688        0.004206        0.003944
  1935          31             0.003763        0.004344        0.004051
  1935          32             0.003888        0.004547        0.004215
  1935          33             0.004065        0.004821        0.004440
  1935          34             0.004299        0.005168        0.004731
  1935          35             0.004582        0.005579        0.005079
  1935          36             0.004862        0.005996        0.005429
  1935          37             0.005107        0.006379        0.005745
  1935          38             0.005295        0.006702        0.006003
  1935          39             0.005431        0.006969        0.006207
  1935          40             0.005541        0.007214        0.006388
  1935          41             0.005684        0.007497        0.006604
  1935          42             0.005901        0.007864        0.006901
  1935          43             0.006225        0.008355        0.007313
  1935          44             0.006658        0.008972        0.007844
  1935          45             0.007174        0.009682        0.008465
  1935          46             0.007738        0.010438        0.009134
  1935          47             0.008333        0.011231        0.009835
  1935          48             0.008947        0.012060        0.010564
  1935          49             0.009586        0.012938        0.011329
  1935          50             0.010268        0.013879        0.012145
  1935          51             0.010978        0.014866        0.012999
  1935          52             0.011698        0.015877        0.013869
  1935          53             0.012409        0.016886        0.014733
  1935          54             0.013103        0.017883        0.015583
  1935          55             0.013807        0.018902        0.016447
  1935          56             0.014620        0.020035        0.017422
  1935          57             0.015596        0.021339        0.018562
  1935          58             0.016771        0.022855        0.019908
  1935          59             0.018172        0.024605        0.021482
  1935          60             0.019793        0.026590        0.023283
  1935          61             0.021580        0.028770        0.025263
  1935          62             0.023520        0.031120        0.027405
  1935          63             0.025632        0.033641        0.029718
  1935          64             0.027963        0.036379        0.032250
  1935          65             0.030527        0.039356        0.035020
  1935          66             0.033255        0.042473        0.037939
  1935          67             0.036196        0.045789        0.041061
  1935          68             0.039431        0.049417        0.044481
  1935          69             0.042987        0.053385        0.048227
  1935          70             0.046919        0.057752        0.052355
  1935          71             0.051368        0.062779        0.057068
  1935          72             0.056329        0.068452        0.062357
  1935          73             0.061698        0.074583        0.068079
  1935          74             0.067521        0.081225        0.074284
  1935          75             0.071118        0.085408        0.078138
  1935          76             0.078162        0.093504        0.085669
  1935          77             0.085772        0.102214        0.093778
  1935          78             0.093830        0.111380        0.102322
  1935          79             0.102275        0.120696        0.111123
  1935          80             0.107077        0.128248        0.117038
  1935          81             0.116530        0.138413        0.126728
  1935          82             0.126860        0.149754        0.137411
  1935          83             0.137918        0.162058        0.148905
  1935          84             0.149573        0.175074        0.161024
  1935          85             0.162140        0.189220        0.174125
  1935          86             0.176123        0.204692        0.188583
  1935          87             0.191763        0.221605        0.204586
  1935          88             0.208836        0.239572        0.221845
  1935          89             0.226165        0.256910        0.238984
  1935          90             0.241505        0.271414        0.253770
  1935          91             0.255120        0.282045        0.265975
  1935          92             0.267188        0.287636        0.275307
  1935          93             0.275612        0.287337        0.280202
  1935          94             0.280836        0.284772        0.282359
  1935          95             0.286235        0.288091        0.286948
  1935          96             0.285691        0.288236        0.286659
  1935          97             0.276827        0.283515        0.279307
  1935          98             0.269532        0.279440        0.273086
  1935          99             0.284866        0.290860        0.286966
  1935         100             0.388137        0.390935        0.389123
  1935         101             0.406241        0.406155        0.406211
  1935         102             0.426927        0.421359        0.425064
  1935         103             0.447962        0.436617        0.444230
  1935         104             0.470546        0.449093        0.463567
  1935         105             0.494793        0.474189        0.488276
  1935         106             0.515909        0.505920        0.512879
  1935         107             0.541031        0.537850        0.540099
  1935         108             0.578922        0.568643        0.575965
  1935         109             0.613717        0.579832        0.603963
  1935         110+            0.713261        0.919271        0.752612
  1936           0             0.055160        0.070098        0.062776
  1936           1             0.008082        0.009560        0.008831
  1936           2             0.003923        0.004546        0.004238
  1936           3             0.002675        0.003026        0.002853
  1936           4             0.002154        0.002388        0.002272
  1936           5             0.001758        0.002010        0.001886
  1936           6             0.001534        0.001865        0.001702
  1936           7             0.001360        0.001733        0.001550
  1936           8             0.001219        0.001610        0.001418
  1936           9             0.001120        0.001511        0.001319
  1936          10             0.001070        0.001445        0.001260
  1936          11             0.001071        0.001435        0.001255
  1936          12             0.001129        0.001493        0.001312
  1936          13             0.001240        0.001615        0.001429
  1936          14             0.001408        0.001805        0.001607
  1936          15             0.001636        0.002070        0.001854
  1936          16             0.001879        0.002356        0.002117
  1936          17             0.002114        0.002633        0.002372
  1936          18             0.002337        0.002890        0.002612
  1936          19             0.002539        0.003117        0.002826
  1936          20             0.002721        0.003309        0.003012
  1936          21             0.002886        0.003470        0.003175
  1936          22             0.003037        0.003603        0.003317
  1936          23             0.003177        0.003713        0.003442
  1936          24             0.003311        0.003802        0.003553
  1936          25             0.003435        0.003874        0.003652
  1936          26             0.003541        0.003950        0.003743
  1936          27             0.003622        0.004033        0.003825
  1936          28             0.003678        0.004122        0.003897
  1936          29             0.003707        0.004216        0.003958
  1936          30             0.003719        0.004324        0.004018
  1936          31             0.003773        0.004478        0.004122
  1936          32             0.003889        0.004689        0.004285
  1936          33             0.004069        0.004963        0.004512
  1936          34             0.004320        0.005301        0.004808
  1936          35             0.004631        0.005701        0.005163
  1936          36             0.004941        0.006129        0.005534
  1936          37             0.005230        0.006573        0.005902
  1936          38             0.005476        0.007009        0.006246
  1936          39             0.005659        0.007411        0.006541
  1936          40             0.005793        0.007785        0.006799
  1936          41             0.005940        0.008156        0.007062
  1936          42             0.006128        0.008548        0.007357
  1936          43             0.006390        0.009000        0.007719
  1936          44             0.006754        0.009551        0.008183
  1936          45             0.007222        0.010203        0.008751
  1936          46             0.007760        0.010934        0.009394
  1936          47             0.008356        0.011733        0.010101
  1936          48             0.009003        0.012606        0.010870
  1936          49             0.009696        0.013566        0.011706
  1936          50             0.010436        0.014616        0.012608
  1936          51             0.011194        0.015712        0.013541
  1936          52             0.011964        0.016835        0.014493
  1936          53             0.012724        0.017958        0.015441
  1936          54             0.013447        0.019042        0.016348
  1936          55             0.014149        0.020099        0.017230
  1936          56             0.014957        0.021254        0.018212
  1936          57             0.015932        0.022570        0.019357
  1936          58             0.017109        0.024088        0.020701
  1936          59             0.018528        0.025845        0.022286
  1936          60             0.020202        0.027857        0.024125
  1936          61             0.022077        0.030101        0.026180
  1936          62             0.024148        0.032585        0.028451
  1936          63             0.026446        0.035323        0.030962
  1936          64             0.029027        0.038360        0.033766
  1936          65             0.031917        0.041705        0.036880
  1936          66             0.034946        0.045124        0.040100
  1936          67             0.038052        0.048549        0.043360
  1936          68             0.041282        0.052040        0.046712
  1936          69             0.044679        0.055664        0.050208
  1936          70             0.048323        0.059544        0.053949
  1936          71             0.052644        0.064280        0.058452
  1936          72             0.057891        0.070188        0.063999
  1936          73             0.064114        0.077294        0.070627
  1936          74             0.071299        0.085526        0.078298
  1936          75             0.076517        0.091574        0.083885
  1936          76             0.084401        0.100638        0.092310
  1936          77             0.092950        0.110294        0.101360
  1936          78             0.101832        0.120253        0.110714
  1936          79             0.110690        0.130020        0.119945
  1936          80             0.114919        0.137245        0.125389
  1936          81             0.124909        0.147840        0.135572
  1936          82             0.136444        0.160242        0.147399
  1936          83             0.149240        0.174140        0.160567
  1936          84             0.163148        0.189195        0.174840
  1936          85             0.178063        0.205097        0.190024
  1936          86             0.193844        0.221842        0.206044
  1936          87             0.211131        0.240085        0.223553
  1936          88             0.229648        0.259500        0.242256
  1936          89             0.248080        0.278881        0.260886
  1936          90             0.264485        0.295938        0.277363
  1936          91             0.278607        0.309383        0.291005
  1936          92             0.290865        0.318255        0.301730
  1936          93             0.301039        0.321179        0.308938
  1936          94             0.308475        0.321719        0.313620
  1936          95             0.316831        0.328940        0.321493
  1936          96             0.321682        0.330867        0.325200
  1936          97             0.319732        0.325223        0.321814
  1936          98             0.313293        0.319479        0.315576
  1936          99             0.326040        0.334268        0.328973
  1936         100             0.426288        0.429518        0.427416
  1936         101             0.444034        0.446129        0.444771
  1936         102             0.461958        0.460702        0.461521
  1936         103             0.483479        0.474638        0.480507
  1936         104             0.504753        0.487700        0.499090
  1936         105             0.528122        0.494968        0.517142
  1936         106             0.553146        0.523416        0.543583
  1936         107             0.571664        0.565320        0.569729
  1936         108             0.596615        0.606728        0.599571
  1936         109             0.646931        0.647605        0.647126
  1936         110+            0.714826        0.852273        0.745105
  1937           0             0.053895        0.068365        0.061267
  1937           1             0.007856        0.008863        0.008366
  1937           2             0.003690        0.004245        0.003971
  1937           3             0.002513        0.002893        0.002705
  1937           4             0.001951        0.002320        0.002138
  1937           5             0.001604        0.001947        0.001778
  1937           6             0.001404        0.001746        0.001578
  1937           7             0.001253        0.001593        0.001426
  1937           8             0.001135        0.001464        0.001303
  1937           9             0.001039        0.001356        0.001200
  1937          10             0.000977        0.001287        0.001135
  1937          11             0.000972        0.001288        0.001132
  1937          12             0.001024        0.001356        0.001192
  1937          13             0.001132        0.001494        0.001315
  1937          14             0.001295        0.001701        0.001499
  1937          15             0.001507        0.001967        0.001738
  1937          16             0.001734        0.002247        0.001991
  1937          17             0.001959        0.002521        0.002239
  1937          18             0.002175        0.002774        0.002473
  1937          19             0.002375        0.002995        0.002682
  1937          20             0.002551        0.003172        0.002858
  1937          21             0.002701        0.003309        0.003001
  1937          22             0.002829        0.003420        0.003121
  1937          23             0.002940        0.003512        0.003222
  1937          24             0.003037        0.003587        0.003308
  1937          25             0.003126        0.003656        0.003387
  1937          26             0.003213        0.003739        0.003472
  1937          27             0.003296        0.003835        0.003562
  1937          28             0.003372        0.003942        0.003653
  1937          29             0.003438        0.004059        0.003745
  1937          30             0.003500        0.004188        0.003840
  1937          31             0.003588        0.004348        0.003964
  1937          32             0.003713        0.004546        0.004125
  1937          33             0.003878        0.004784        0.004327
  1937          34             0.004088        0.005067        0.004574
  1937          35             0.004339        0.005395        0.004864
  1937          36             0.004603        0.005756        0.005178
  1937          37             0.004870        0.006150        0.005510
  1937          38             0.005136        0.006572        0.005855
  1937          39             0.005383        0.007000        0.006195
  1937          40             0.005599        0.007414        0.006513
  1937          41             0.005806        0.007822        0.006824
  1937          42             0.006027        0.008244        0.007150
  1937          43             0.006277        0.008704        0.007509
  1937          44             0.006584        0.009235        0.007935
  1937          45             0.006978        0.009872        0.008457
  1937          46             0.007464        0.010605        0.009075
  1937          47             0.008026        0.011410        0.009768
  1937          48             0.008656        0.012278        0.010528
  1937          49             0.009355        0.013222        0.011359
  1937          50             0.010113        0.014253        0.012262
  1937          51             0.010877        0.015335        0.013192
  1937          52             0.011644        0.016459        0.014144
  1937          53             0.012409        0.017616        0.015110
  1937          54             0.013145        0.018771        0.016061
  1937          55             0.013844        0.019899        0.016978
  1937          56             0.014620        0.021078        0.017957
  1937          57             0.015534        0.022373        0.019061
  1937          58             0.016626        0.023831        0.020332
  1937          59             0.017929        0.025483        0.021804
  1937          60             0.019467        0.027355        0.023502
  1937          61             0.021215        0.029469        0.025427
  1937          62             0.023176        0.031850        0.027591
  1937          63             0.025369        0.034530        0.030019
  1937          64             0.027852        0.037561        0.032767
  1937          65             0.030664        0.040951        0.035861
  1937          66             0.033626        0.044407        0.039065
  1937          67             0.036651        0.047802        0.042270
  1937          68             0.039684        0.051088        0.045421
  1937          69             0.042767        0.054278        0.048548
  1937          70             0.045986        0.057554        0.051779
  1937          71             0.049843        0.061653        0.055733
  1937          72             0.054650        0.066971        0.060766
  1937          73             0.060639        0.073774        0.067124
  1937          74             0.067926        0.082186        0.074927
  1937          75             0.074429        0.089741        0.081904
  1937          76             0.081706        0.098294        0.089757
  1937          77             0.089424        0.107252        0.098032
  1937          78             0.097623        0.116658        0.106764
  1937          79             0.105759        0.125998        0.115418
  1937          80             0.109092        0.133048        0.120281
  1937          81             0.117929        0.143215        0.129639
  1937          82             0.128734        0.155311        0.140930
  1937          83             0.141317        0.169156        0.153954
  1937          84             0.155343        0.184024        0.168198
  1937          85             0.170610        0.199254        0.183269
  1937          86             0.186340        0.214383        0.198553
  1937          87             0.202424        0.229926        0.214217
  1937          88             0.219077        0.246333        0.230580
  1937          89             0.234927        0.262871        0.246530
  1937          90             0.248129        0.278545        0.260549
  1937          91             0.259506        0.291413        0.272329
  1937          92             0.268356        0.300345        0.281005
  1937          93             0.274636        0.304827        0.286408
  1937          94             0.280648        0.308413        0.291384
  1937          95             0.288377        0.320422        0.300661
  1937          96             0.290917        0.328588        0.305218
  1937          97             0.289052        0.326791        0.303316
  1937          98             0.285583        0.320328        0.298604
  1937          99             0.293922        0.328296        0.306449
  1937         100             0.393236        0.395472        0.394026
  1937         101             0.410654        0.411424        0.410923
  1937         102             0.425244        0.426521        0.425693
  1937         103             0.440049        0.437751        0.439247
  1937         104             0.459031        0.448042        0.455311
  1937         105             0.477869        0.456872        0.470806
  1937         106             0.499675        0.456843        0.485124
  1937         107             0.524194        0.488697        0.512518
  1937         108             0.537354        0.542998        0.539077
  1937         109             0.562218        0.600000        0.573084
  1937         110+            0.643420        0.663317        0.648281
  1938           0             0.050748        0.064687        0.057848
  1938           1             0.007401        0.008241        0.007827
  1938           2             0.003322        0.003797        0.003563
  1938           3             0.002233        0.002651        0.002445
  1938           4             0.001785        0.002072        0.001930
  1938           5             0.001458        0.001700        0.001581
  1938           6             0.001293        0.001555        0.001426
  1938           7             0.001148        0.001421        0.001287
  1938           8             0.001038        0.001319        0.001180
  1938           9             0.000949        0.001230        0.001092
  1938          10             0.000881        0.001161        0.001023
  1938          11             0.000867        0.001151        0.001012
  1938          12             0.000913        0.001208        0.001062
  1938          13             0.001013        0.001323        0.001170
  1938          14             0.001167        0.001498        0.001334
  1938          15             0.001362        0.001720        0.001542
  1938          16             0.001557        0.001940        0.001749
  1938          17             0.001747        0.002156        0.001951
  1938          18             0.001927        0.002361        0.002143
  1938          19             0.002091        0.002544        0.002315
  1938          20             0.002234        0.002695        0.002462
  1938          21             0.002358        0.002818        0.002584
  1938          22             0.002465        0.002915        0.002686
  1938          23             0.002561        0.002996        0.002775
  1938          24             0.002650        0.003069        0.002856
  1938          25             0.002736        0.003139        0.002934
  1938          26             0.002818        0.003220        0.003016
  1938          27             0.002895        0.003311        0.003100
  1938          28             0.002962        0.003409        0.003183
  1938          29             0.003017        0.003509        0.003260
  1938          30             0.003063        0.003616        0.003337
  1938          31             0.003137        0.003751        0.003441
  1938          32             0.003248        0.003921        0.003581
  1938          33             0.003401        0.004130        0.003762
  1938          34             0.003601        0.004380        0.003987
  1938          35             0.003842        0.004671        0.004254
  1938          36             0.004092        0.004993        0.004540
  1938          37             0.004342        0.005343        0.004841
  1938          38             0.004589        0.005721        0.005155
  1938          39             0.004828        0.006125        0.005478
  1938          40             0.005052        0.006537        0.005798
  1938          41             0.005276        0.006950        0.006119
  1938          42             0.005514        0.007369        0.006451
  1938          43             0.005779        0.007812        0.006809
  1938          44             0.006085        0.008298        0.007210
  1938          45             0.006455        0.008856        0.007678
  1938          46             0.006902        0.009515        0.008238
  1938          47             0.007427        0.010278        0.008890
  1938          48             0.008017        0.011130        0.009620
  1938          49             0.008664        0.012069        0.010423
  1938          50             0.009364        0.013096        0.011298
  1938          51             0.010088        0.014158        0.012200
  1938          52             0.010833        0.015246        0.013123
  1938          53             0.011602        0.016354        0.014067
  1938          54             0.012392        0.017461        0.015019
  1938          55             0.013192        0.018555        0.015968
  1938          56             0.014042        0.019696        0.016964
  1938          57             0.014964        0.020916        0.018033
  1938          58             0.015994        0.022267        0.019220
  1938          59             0.017173        0.023802        0.020572
  1938          60             0.018529        0.025548        0.022116
  1938          61             0.020103        0.027541        0.023893
  1938          62             0.021924        0.029814        0.025933
  1938          63             0.024014        0.032401        0.028263
  1938          64             0.026405        0.035351        0.030924
  1938          65             0.029121        0.038667        0.033928
  1938          66             0.031990        0.042086        0.037064
  1938          67             0.034996        0.045553        0.040293
  1938          68             0.038075        0.049002        0.043550
  1938          69             0.041202        0.052362        0.046787
